internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
180148682,Lobariella olivascens,FUNGI,ASCOMYCOTA,LECANOROMYCETES,PELTIGERALES,LOBARIACEAE,Lobariella,olivascens,,,,,Moncada &amp; Lücking,
180148763,Lobariella subcorallophora,FUNGI,ASCOMYCOTA,LECANOROMYCETES,PELTIGERALES,LOBARIACEAE,Lobariella,subcorallophora,,,,,Moncada &amp; Lücking,
180148415,Sticta tunjensis,FUNGI,ASCOMYCOTA,LECANOROMYCETES,PELTIGERALES,LOBARIACEAE,Sticta,tunjensis,,,,,Moncada &amp; Lücking,
180148199,Sticta minutula,FUNGI,ASCOMYCOTA,LECANOROMYCETES,PELTIGERALES,LOBARIACEAE,Sticta,minutula,,,,,"Moncada, A. Suárez &amp; Lücking",
180148143,Sticta macrocyphellata,FUNGI,ASCOMYCOTA,LECANOROMYCETES,PELTIGERALES,LOBARIACEAE,Sticta,macrocyphellata,,,,,Moncada &amp; Coca,
180147522,Sticta hirsutifuliginosa,FUNGI,ASCOMYCOTA,LECANOROMYCETES,PELTIGERALES,LOBARIACEAE,Sticta,hirsutifuliginosa,,,,,"Moncada, A. Suárez &amp; Lücking",
180143141,Schismatomma leucopsarum,FUNGI,ASCOMYCOTA,ARTHONIOMYCETES,ARTHONIALES,ROCCELLACEAE,Schismatomma,leucopsarum,,,,,(Nyl.) Zahlbr.,
180148747,Lobariella sipmanii,FUNGI,ASCOMYCOTA,LECANOROMYCETES,PELTIGERALES,LOBARIACEAE,Lobariella,sipmanii,,,,,"Moncada, Betanc. &amp; Lücking",
180142742,Chiodecton inconspicuum,FUNGI,ASCOMYCOTA,ARTHONIOMYCETES,ARTHONIALES,ROCCELLACEAE,Chiodecton,inconspicuum,,,,,Nyl.,
180149539,Astrothelium phaeothelium,FUNGI,ASCOMYCOTA,DOTHIDEOMYCETES,TRYPETHELIALES,TRYPETHELIACEAE,Astrothelium,phaeothelium,,,,,(Nyl.) Aptroot &amp; Lücking,
180142378,Ancistrosporella leucophila,FUNGI,ASCOMYCOTA,ARTHONIOMYCETES,ARTHONIALES,ROCCELLACEAE,Ancistrosporella,leucophila,,,,,(Nyl.) Ertz,
180142319,Allophoron farinosum,FUNGI,ASCOMYCOTA,NOT ASSIGNED,NOT ASSIGNED,NOT ASSIGNED,Allophoron,farinosum,,,,,Nádv.,
180148587,Lobariella angustata,FUNGI,ASCOMYCOTA,LECANOROMYCETES,PELTIGERALES,LOBARIACEAE,Lobariella,angustata,,,,,Moncada &amp; Lücking,
180142187,Arthonia ambiguella,FUNGI,ASCOMYCOTA,ARTHONIOMYCETES,ARTHONIALES,ARTHONIACEAE,Arthonia,ambiguella,,,,,Nyl.,
180146277,Lichenomphalia aurantiaca,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Lichenomphalia,aurantiaca,,,,,"(Redhead &amp; Kuyper) Redhead, Lutzoni, Moncalvo &amp; Vilgalys",
180150643,Platythecium serpentinellum,FUNGI,ASCOMYCOTA,LECANOROMYCETES,OSTROPALES,GRAPHIDACEAE,Platythecium,serpentinellum,,,,,(Nyl.) Staiger,
71597387,Hypotrachyna virginica,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Hypotrachyna,virginica,,,,,(Hale) Hale,
180875146,Lepra andersoniae,FUNGI,ASCOMYCOTA,LECANOROMYCETES,PERTUSARIALES,PERTUSARIACEAE,Lepra,andersoniae,,,,,(Lendemer) Lendemer &amp; R.C. Harris,
183335302,Cladonia submitis,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,CLADONIACEAE,Cladonia,submitis,,,,,A. Evans,"This species was included within <em>Cladonia mitis</em> until Evans (1943) separated it on the basis that <em>C. submitis </em>occupies a different habitat, produces unique secondary compounds, and has shorter, more robust podetia. Four subspecies of <em>C. submitis</em> were also recognized by Evans (1943), and while they have not been subsequently investigated in detail, they are not presently recognized as taxonomically distinct (Hoffman <em>et al. </em>2020).<br/><br/> The reported occurrences of this species in east Asia are very likely ascribable to a different taxon. While the individuals do share some characteristics (e.g. production of usnic acid and pseudonorrangiformic acid), there are notable morphological differences. The podetia of North American individuals are thicker and coarser than Asian individuals (Ahti 1961). Furthermore, the North American populations occur in coastal sandy habitats while the Asian populations occur on rocky outcrops at higher elevations (Hoffman <em>et al.</em> 2020). Thus, the Asian occurrences are treated as a distinct taxon, and <em>C. submitis </em>is considered endemic to eastern North America."
180412795,Calicium sequoiae,FUNGI,ASCOMYCOTA,LECANOROMYCETES,CALICIALES,CALICIACEAE,Calicium,sequoiae,,,,,C.B. Williams &amp; Tibell,"The species was described by Williams and Tibell (2008) and the type specimen was collected in Prairie Creek Redwoods State Park, Humboldt County, CA."
95383414,Biscogniauxia bartholomaei,FUNGI,ASCOMYCOTA,SORDARIOMYCETES,XYLARIALES,XYLARIACEAE,Biscogniauxia,bartholomaei,,,,,(Peck) Lar.N.Vassiljeva,"The type collection was made in 1909 at Rolling Bay WA, on <em>Alnus rubra</em>. The fungus is somewhat similar in appearance to <em>Biscogniauxia nummularia</em>, which is  predominantly a European species, but differs in ascospore size and the  robust white conidial state that develops under the bark before it is  pushed off by the emerging stromata."
80188449,Hypocreopsis amplectens,FUNGI,ASCOMYCOTA,SORDARIOMYCETES,HYPOCREALES,HYPOCREACEAE,Hypocreopsis,amplectens,,,,,T.W. May &amp; P.R. Johnst.,"<em>Hypocreopsis amplectens</em> is a distinctive macro-fungus, discovered in the 1990s and formally described in 2007 on the basis of material from Australia and New Zealand. Collections from the two countries are identical morphologically. ITS sequences of the one New Zealand collection and a collection from Australia are identical. First observed in Australia in 1993, at Nyora, and informally known as <em>Hypocreopsis </em>sp. “Nyora” until its formal description."
58517228,Poronia punctata,FUNGI,ASCOMYCOTA,SORDARIOMYCETES,XYLARIALES,XYLARIACEAE,Poronia,punctata,,,,,(L.) Fr.,
154440031,Cyttaria septentrionalis,FUNGI,ASCOMYCOTA,LEOTIOMYCETES,CYTTARIALES,CYTTARIACEAE,Cyttaria,septentrionalis,,,,,D.A. Herb.,
187000299,Wrightoporia araucariae,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,BONDARZEWIACEAE,Wrightoporia,araucariae,,,,,Westph. &amp; Reck,
187000458,Wrightoporia porilacerata,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,BONDARZEWIACEAE,Wrightoporia,porilacerata,,,,,"Log.-Leite, A.L. Gerber &amp; Ryvarden",
187000558,Amauroderma renidens,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,GANODERMATACEAE,Amauroderma,renidens,,,,,(Bres.) Torrend,
187000831,Laetiporus squalidus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,FOMITOPSIDACEAE,Laetiporus,squalidus,,,,,"R.M. Pires, Motato-Vásq. &amp; Gugliottta","<em>Laetiporus squalidus</em> is a recently described species (Pires <em>et al.</em> 2016) based on molecular phylogenetic evidence and morphological characteristics. Authors suggested that the taxon could be a new genus, but maintained it as a new species in <em>Laetiporus</em>. A proposal for a new genus is in preparation."
187001061,Fuscoporia bifurcata,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,HYMENOCHAETALES,HYMENOCHAETACEAE,Fuscoporia,bifurcata,,,,,"Baltazar, Trierv.-Per., Log.-Leite &amp; Ryvarden",
187001438,Rubroporus carneoporis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,POLYPORACEAE,Rubroporus,carneoporis,,,,,"Log.-Leite, Ryvarden &amp; Groposo",<em>Rubroporus carneoporis</em> is the type species of the genus and was described by Loguercio-Leite <em>et al.</em> (2002).
187001751,Tropicoporus drechsleri,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,HYMENOCHAETALES,HYMENOCHAETACEAE,Tropicoporus,drechsleri,,,,,Salvador-Montoya &amp; Popoff,"<em>Tropicoporus drechsleri</em> was recently described by Salvador-Montoya <em>et al</em>. (2018) based on molecular phylogenetic analysis (although it is morphologically distinctive) as a new species in the ""<em>Inonotus linteus</em>"" species complex. The collections examined to determine the species were previously identified as <em>Tropicoporus linteus </em>(Berk. &amp; M.A.Curtis) L.W.Zhou &amp; Y.C.Dai."
187106755,Trichaptum sp. nov. 'fissile',FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,HYMENOCHAETALES,NOT ASSIGNED,Trichaptum,sp. nov. 'fissile',,,,,Kossmann &amp; Drechsler-Santos ined.,Herbarium specimens belonging to the species were originally&#160; identified as <em>Trichaptum byssogenum </em>and <em>T. biforme</em>; however <em>Trichaptum sp. nov. 'fissile'&#160;</em>differs from these species by having larger spores and two kinds of cystidia. The publication where it is described as a new species has been submitted. MycoBank MB 834858.
189309578,Cantharellus albovenosus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,albovenosus,,,,,"Buyck, Antonín &amp; Ryoo",
189311483,Cantharellus subvaginatus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,subvaginatus,,,,,"Buyck, Antonín &amp; V. Hofst.",
194660207,Alectoria fallacina,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Alectoria,fallacina,,,,,Motyka,"<em>Alectoria fallacina </em>is a chemically and morphologically distinct species that has been recognized for nearly 100 years and considered endemic to the Appalachian Mountains of eastern North America. A detailed treatment and comparison to the allopatric and widespread <em>A. sarmentosa</em>, with which it has been confused, was published by Lendemer and McMullin (2022)."
194660286,Bryoria salazinica,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Bryoria,salazinica,,,,,Brodo &amp; D. Hawksw.,
194660372,Bulbothrix confoederata,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Bulbothrix,confoederata,,,,,(W.L. Culb.) Hale,
194660573,Parmelia saxatilis,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Parmelia,saxatilis,,,,,(L.) Ach.,"This species has been the subject of much recent taxonomic work, including splitting off the segregate species <em>Parmelia ernstiae</em>, <em>P. serrana</em>, <em>P. mayi </em>and <em>P. rojoi</em> (Feuerer and Thell <span class=""xref bibr"">2002, Molina <em>et al. </em><span class=""xref bibr"">2004, Molina <em>et al.</em> <span class=""xref bibr"">2011, Crespo <em>et al.</em> 2020), and investigations into the diversity in the genus (Divakar <em>et al. </em>2016). None of these segregate species can be diagnosed confidently using morphology only (Corsie <em>et al</em>. 2019). Nevertheless, we suspect <em>P. saxatilis s. str.</em> remains an abundant macrolichen on rocks and trees throughout the northern temperate and boreal zone.</span>"
194660642,Parmelia squarrosa,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Parmelia,squarrosa,,,,,Hale,
194660719,Parmeliopsis ambigua,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Parmeliopsis,ambigua,,,,,(Hoffm.) Nyl.,
194660868,Parmeliopsis hyperopta,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Parmeliopsis,hyperopta,,,,,(Ach.) Vain.,
194661476,Parmotrema crinitum,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Parmotrema,crinitum,,,,,(Ach.) M. Choisy,
194661553,Parmotrema hypotropum,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Parmotrema,hypotropum,,,,,(Nyl.) Hale,"<p>Recent phylogenetic studies have suggested that <em>Parmotrema hypotropum </em>can be found in two separate species-level lineages (Lendemer <em>et al</em>. 2015, Widhelm <em>et al</em>. 2016) and, therefore, that <em>P. hypotropum</em> may not a monophyletic species.</p>"
194661584,Parmotrema perforatum,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Parmotrema,perforatum,,,,,(Jacq.) A. Massal.,"Recent molecular phylogenetic analyses, specifically coalescent-based analytical approaches, support the current circumscription of <em>Parmotrema perforatum </em>(Widhelm <em>et al.</em> 2016)."
194662148,Punctelia caseana,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Punctelia,caseana,,,,,Lendemer &amp; B.P. Hodk.,
194662185,Rhizoplaca idahoensis,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,LECANORACEAE,Rhizoplaca,idahoensis,,,,,Rosentr. &amp; McCune,Leavitt et al. (2019) confirmed the circumscription of this species.
194662208,Canoparmelia caroliniana,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Canoparmelia,caroliniana,,,,,(Nyl.) Elix &amp; Hale,
194662214,Flavoparmelia baltimorensis,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Flavoparmelia,baltimorensis,,,,,(Gyeln. &amp; Fóriss) Hale,
194662493,Melanohalea halei,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Melanohalea,halei,,,,,"(Ahti) O. Blanco, A. Crespo, Divakar, Essl., D. Hawksw. &amp; Lumbsch",
194663043,Leptogium hibernicum,FUNGI,ASCOMYCOTA,LECANOROMYCETES,PELTIGERALES,COLLEMATACEAE,Leptogium,hibernicum,,,,,M.E. Mitch. ex P.M. Jørg.,"<em>Leptogium hibernicum</em> Mitch ex. P.M. Jørg. <em>sensu stricto</em> has an amphi-Atlantic distribution encompassing eastern North America and Western Europe. Specimens from South America, southwestern North America and New Zealand are reported to be part of a species complex of different clades (Stone&#160;<em>et al</em>. 2016, Bjelland 2017). The African specimens appear segregated into a separate evolutionary lineage and have been named <em>Leptogium krogiae </em>Bjelland, Frisch &amp; Bendiksby. Even considering only northern hemisphere records, these are likely to encompass both <em>L. hibernicum</em> and the morphologically similar <em>L. laceroides</em> (Aragon <em>et al</em>. 2005, Anderson 2012), and some records in international databases probably represent the latter species."
195432681,Hypotrachyna riparia,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Hypotrachyna,riparia,,,,,McCune,This species was originally described by McCune (1998) based on collections from two sites in Oregon.
172833039,Stephanospora chilensis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,STEPHANOSPORACEAE,Stephanospora,chilensis,,,,,(E. Horak) J.M. Vidal,"The basionym for this species is Octaviania chilensis E. Horak, (Sydowia 17(1-6): 311 (1964) [1963]). However, this species was transferred to the genus Stephanospora by Vidal as Stephanospora chilensis (E. Horak) J.M. Vidal (Revta Catal. Micol. 26: 102 (2005) [2004])."
195924190,Hymenogaster subalpinus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYMENOGASTRACEAE,Hymenogaster,subalpinus,,,,,A.H. Sm.,"It was described based on an Idaho, USA type collection (Smith 1966)."
195922965,Boletus rex-veris,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Boletus,rex-veris,,,,,D. Arora &amp; Simonini,"For many years this well-known species was considered a form of <em>Boletus edulis</em> (Thiers 1975) or <em>Boletus pinophilus</em> (Bessette <em>et al</em>. 2000). Arora (1986) calls attention to the different 'color forms', and and states ""sometimes called <em>Boletus edulis </em>var. <em>pinicola</em> (=<em>B. pinicola</em>, <em>B. pinophilus</em>(?)"". It was formally described as a distinct species, based on a California type collection (Arora 2008)."
195921713,Amanita augusta,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,augusta,,,,,Bojantchev &amp; R.M. Davis,"The western North American <em>Amanita augusta </em>was long referred to by the name <em>Amanita aspera </em>Fries (Thiers 1982, Arora 1986), a European species, and later <em>Amanita franchetii </em>(Boudier) Fayod, before being described as a distinct species (Bojantchev and Davis 2013)."
195924287,Cortinarius verrucisporus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,CORTINARIACEAE,Cortinarius,verrucisporus,,,,,Thiers &amp; A.H. Sm.,"Described from a collection made at Silver Lake in Eldorado National Forest, California, USA (Thiers and Smith, 1969), the name <em>Cortinarius verrucisporus</em> has been misapplied to two other yellow 'velate' species:&#160;<em>C. saxamontanus</em> (Fogel 1994), and a still undescribed species (Ammirati and S. Adams in. ed.). Additional work is in progress on this group, which should help clarify names."
195924355,Gomphidius pseudoflavipes,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,GOMPHIDIACEAE,Gomphidius,pseudoflavipes,,,,,O.K. Mill. &amp; F.J. Camacho,"This species was described from a single collection made in 1999, comprising of four fruiting bodies (Miller<em> et al.</em> 2002). Very little is known about the morphological variation or habitat associations of this species. Additional collections should be examined, and range of variation should be evaluated."
195923922,Hygrophorus caeruleus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Hygrophorus,caeruleus,,,,,O.K. Mill.,"This species was described based on a collection made near McCall, Idaho, USA (Miller 1984). Recent genetic analysis has shown close affinity with <em>Clitocybe</em> sensu lato, and it likely will get transferred to <em>Clitocybe</em> or a segregate genus in the near future."
195922624,Cantharellus subalbidus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,subalbidus,,,,,A.H. Sm. &amp; Morse,<em>Cantharellus subalbidus </em>was described from western North America (Smith and Morse 1947).
195921722,Amanita magniverrucata,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,magniverrucata,,,,,Thiers &amp; Ammirati,"Described from California, USA (Thiers and Ammirati 1982)."
195923185,Butyriboletus primiregius,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Butyriboletus,primiregius,,,,,D. Arora &amp; J.L. Frank,"For many years, this species was one of three western North American 'cryptic' species being called <em>Boletus regius</em> Krombholz (Thiers 1975, Arora 1986).  Arora and Frank (2014) described three new western North American species, and erected the genus <em>Butyriboletus</em> for the group of closely related 'butter boletes'."
195922509,Lactarius pallescens,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Lactarius,pallescens,,,,,Hesler &amp; A.H. Sm.,"It was described based on an Idaho, USA, type collection (Hesler and Smith 1979). The name <em>Lactarius uvidius </em>has been misapplied to this species in western North America, and it is occasionally confused with <em>L. californiensis</em>, a similar species with a darker cap (when young) and smaller spores. The Alaskan <em>Lactarius pallescens</em> var. <em>palmerensis </em>(Hesler and Smith 1979) is likely a distinct species, and is not included in this assessment. Reports on Mushroom Observer and MyCoPortal (2021) from eastern North America appear to be misidentifications."
195922353,Lactarius aurantiosordidus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Lactarius,aurantiosordidus,,,,,Nuytinck &amp; S.L. Mill.,"This species was described from northern California (Nuytinck <em>et al.</em> 2006). Some collections appear to have been called <em>Lactarius deliciosus</em> var. <em>olivaceosordidus </em>(Hesler and Smith 1979, Methven 1997)."
195922088,Lactarius xanthogalactus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Lactarius,xanthogalactus,,,,,Peck,"This species was described as <em>Lactarius xanthogalactus</em>, from a collection made at Stanford University (Peck 1907). However, this name was rarely used, and collections of this species were referred to as <em>Lactarius chrysorheus</em> and <em>Lactarius vinaceorufescens </em>(Hesler and Smith 1979, Arora 1986). Research into California <em>Lactarius</em> (Methven 1997) clarified the taxonomic issues."
195922518,Lactarius kauffmanii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Lactarius,kauffmanii,,,,,Hesler &amp; A.H. Sm.,"It was described by Hesler and Smith (1979) based on a type collection from Idaho, USA."
195924796,Chroogomphus albipes,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,GOMPHIDIACEAE,Chroogomphus,albipes,,,,,(Zeller) Y.C. Li &amp; Zhu L. Yang,"It was first described  by Zeller (1948) from a collection made in Butte County, California, (near Merrimac) as <em>Secotium albipes</em>. Later it was transferred to the genus <em>Brauniellula</em> (Smith and Singer 1958), who also described <em>Brauniellula nancyae</em>. Miller (2003) synonymized <em>B. nancyae </em>with <em>B. albipes</em>, and stated it belonged in the genus <em>Chroogomphus</em>, but did not formally transfer it. Li<em>&#160;et. al </em>(2009) made the transfer to <em>Chroogomphus</em>, after the name <em>Chroogomphus</em> was conserved against <em>Brauniellula </em>(the older name)."
195923620,Caloboletus rubripes,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Caloboletus,rubripes,,,,,(Thiers) Vizzini,"It was described as <em>Boletus rubripes</em>, from California, USA (Thiers 1965), later transferred into the genus <em>Caloboletus</em> (Vizzini 2014)."
195923616,Caloboletus marshii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Caloboletus,marshii,,,,,"D. Arora, C.F. Schwarz &amp; J.L. Frank","It was extensively detailed as <em>Boletus </em>""<em>marshii</em>"" in Mushrooms Demystified (Arora 1986), but later formally described as <em>Caloboletus marshii</em> (Frank 2014)."
195922333,Lactarius fallax,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Lactarius,fallax,,,,,A.H. Sm. &amp; Hesler,"This species was described from Oregon, USA (Smith and Hesler 1962). Two varieties were described: <em>L. fallax </em>var. <em>fallax</em> and <em>L. fallax</em> var. <em>concolor</em> on the basis of marginate gill edges. Little else separates them  (Hesler and Smith 1979, Methven 1997). Genetic studies have showed that there are two species being called <em>Lactarius fallax</em> in the Pacific Northwest. ""The western North American <em>L. fallax </em>is a paraphyletic species comprising at least two species. The two clades recovered in the  analysis cannot be distinguished microscopically. Both clades contain a specimen with pigmented lamella edges and a specimen without pigmentation in the lamella edge"" (Stubbe and Verbeken 2012). More work is needed to delimit species in this complex."
195921759,Amanita silvicola,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,silvicola,,,,,Kauffman,"<em>Amanita silvicola </em>was described from a collection made in Oregon, USA (Kauffman 1925)."
195922746,Rubroboletus eastwoodiae,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Rubroboletus,eastwoodiae,,,,,"eastwoodiae (Murrill) Vasquez, Simonini, Svetash., Mikšík &amp; Vizzini","This species was described as <em>Suillellus eastwoodiae</em> from a collection made by Alice Eastwood from the San Francisco Bay Area (Murrill 1910); it was soon after transferred to the genus <em>Boletus</em> (Saccardo and Trotter 1912). For many years, the California species was called <em>Boletus satanas</em> (an European species now in the genus <em>Rubroboletus</em>) and ""<em>Boletus</em>"" <em>eastwoodiae</em> was misapplied to what is now known as <em>Rubroboletus pulcherrimus</em> (Thiers and Halling 1976, Siegel<em> et al. </em>2019, Wood and Stevens 2020).The Californian<em> Boletus eastwoodiae</em> was shown to be distinct from the European<em> B. satanus</em>, and was transferred into the genus <em>Rubroboletus.</em>&#160;The initial transfer (Frank 2015) was invalid because of an incorrect basionym, but was corrected in Tibpromma <em>et al. </em>(2017)."
195922169,Lactarius saylorii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Lactarius,saylorii,,,,,(Thiers) P.M. Kirk,"Described as <em>Arcangeliella saylorii</em> from a collection made in El Dorado County, California, USA (Thiers 1984). These sequestrate <em>Lactarius </em>have been called <em>Arcangeliella</em>. As its fruiting body form that has evolving multiple times within the genus<em> Lactarius</em>, this species was transferred to <em>Lactarius</em> (Kirk 2015)."
195921702,Amanita aprica,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,aprica,,,,,J. Lindgr. &amp; Tulloss,"Described based on a Washington, USA Type collection (Tulloss and Lindgren 1995). There may be cryptic species under the name, and more work is needed to delimit species concepts."
195921556,Albatrellus avellaneus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,ALBATRELLACEAE,Albatrellus,avellaneus,,,,,Pouzar,"Described by Pouzar (1972), from a collection made in Humboldt Co, California, USA. The name&#160;<em>Albatrellus ovinus</em>, a European and eastern North American (and possibly Rocky Mountain) species, has been misapplied to&#160;<em>A. avellaneus</em>."
195921742,Albatrellopsis flettii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,ALBATRELLACEAE,Albatrellopsis,flettii,,,,,(Morse ex Pouzar) Audet,"It was originally described as <em>Polyporus flettii</em> based on a collection made in Bremerton, Washington, USA (Morse 1941), however, this name was invalid as it lacked a Latin description. It was transferred to <em>Albatrellus</em> and validated by Pouzar (1972). Audet (2010) erected the genus <em>Albatrellopsis</em> for this this, and closely related species."
195923236,Aureoboletus mirabilis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Aureoboletus,mirabilis,,,,,(Murrill) Halling,"It was described as <em>Ceriomyces mirabilis</em>, then soon after transferred to <em>Boletus</em> (Murrill 1912). It has also been placed in the genera <em>Boletellus, Hemioporus&#160;</em>and <em>Xerocomus</em>. Based on phylogenetic data, this species was transferred into the genus <em>Aureoboletus</em> (Halling <em>et al</em>. 2015)."
195922073,Lactarius aestivus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Lactarius,aestivus,,,,,Nuytinck &amp; Ammirati,"It was described from a type collection made in Washington, USA (Nuytinck and Ammirati 2014). Older records were called by the name <em>Lactarius deliciosus</em>, a European species; which was applied to a complex of species in North America. It is a member of <em>Lactarius</em> sect. <em>Deliciosi</em>; which still has a number of undescribed species in western North America."
195922525,Lactarius occidentalis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Lactarius,occidentalis,,,,,A.H. Sm.,"It was described from a Washington, USA, type collection (Hesler and Smith 1960)."
195922550,Lactarius californiensis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Lactarius,californiensis,,,,,Hesler &amp; A.H. Sm.,"This species was described from a type collection made in Mendocino County, California, USA (Hesler and Smith 1979). Previously it was referred to as<em> Lactarius uvidus </em>group, and occasionally misidentified as <em>L. pallescens</em>."
195922095,Lactarius pseudomucidus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Lactarius,pseudomucidus,,,,,Hesler &amp; A.H. Sm.,"It was described by Hesler and Smith (1979) based on a type collection from Oregon, USA. Older records of <em>Lactarius mucidus </em>pertain to this species."
195922608,Cantharellus cascadensis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,cascadensis,,,,,"J.S. Dunham, O'Dell &amp; R. Molina","<em>Cantharellus cascadensis</em> was described from Oregon, USA (Dunham <em>et al.</em> 2003). It belongs to a complex of western North American golden chanterelle speceis, which were generally recorded as <em>C. cibarius</em>, and later as <em>C. formosus</em> (Thiers 1985, Arora 1986, Redhead <em>et al.</em> 1997)"
